Path,URL,Size in bytes (optional but recommended),MD5 Hash (optional but recommended),Filter Terms (optional),Overwrite (optional),Comments (optional)
docs/BBCBridgeCompanion/Manuals/!System Manual (BBC Bridge Companion).pdf,https://archive.org/download/mister-manuals/1985_BBC%20Bridge%20Companion.zip/1985_BBC%20Bridge%20Companion%2F%21System%20Manual%20%28BBC%20Bridge%20Companion%29.pdf,1900366,0aaf2b6754f330ab6b1691f9a4c1ddd4,,,!System Manual (BBC Bridge Companion).pdf
docs/BBCBridgeCompanion/Manuals/Bridge Builder.pdf,https://archive.org/download/mister-manuals/1985_BBC%20Bridge%20Companion.zip/1985_BBC%20Bridge%20Companion%2FBridge%20Builder.pdf,7515871,bfe693f1663821915afeb8f487eaeecc,,,Bridge Builder.pdf
docs/BBCBridgeCompanion/Manuals/Master Play 1.pdf,https://archive.org/download/mister-manuals/1985_BBC%20Bridge%20Companion.zip/1985_BBC%20Bridge%20Companion%2FMaster%20Play%201.pdf,6462953,b7b796bce4e9020f7fff90b48eba5585,,,Master Play 1.pdf
